Molecule ChEMBL ID,Smiles
D554,O=C(NCC1CCCCC1)c1cc2c(-c3ccccc3)[nH]nc2s1
D555,CNC(=O)NC1CCC(Nc2nc(Cl)cc(-c3c[nH]c4ncccc34)n2)CC1
D556,CCOC(=O)c1ccc2[nH]c3c(c2c1)CCNC3=O
D557,CNC(=O)c1cnc(N)c2c(-c3ccc(NC(=O)Nc4cc(C)ccc4F)cc3)csc12
D558,CS(=O)(=O)NCCNc1cc(-c2c[nH]c3ncccc23)cc(Cl)n1
D559,Cc1ccc(NC(=O)Nc2ccc(-c3coc4ncnc(N)c34)cc2)cc1
D560,Cc1cc(N2CCOCC2)cc2c1NC(=C1C(=O)N=CC=C1NCC(O)c1cccc(Cl)c1)N2
D561,CC(=O)N(c1ccncc1)c1c(NC(C)C(C)(C)C)c(=O)c1=O
D562,CCCC(=O)Nc1n[nH]c2ccc(-c3nnn(Cc4ccccc4)c3-c3ccccc3)cc12
D563,CC(C)N(C(=O)Nc1ccc2nc(-c3ccco3)c(-c3ccco3)nc2c1)C(C)C
D564,COc1cccc(C(C)NC(=O)c2ccc(-c3ccncc3)cc2NCCCN)c1
D565,CN1CCN(CCCNc2cccc(-c3nc4c(C(N)=O)cccc4[nH]3)n2)CC1
D566,Cc1nc2ccc(NS(=O)(=O)c3ccc(N)cc3)cc2nc1C
D567,Clc1cc(-c2c[nH]c3ncccc23)nc(NC2CCCCC2)n1
D568,CCCCC(=O)Nc1cc(-c2c[nH]c3ncccc23)cc(Cl)n1
D569,CC(C)CNC1CCC(Nc2nc(Cl)cc(-c3c[nH]c4ncccc34)n2)CC1
D570,O=C(Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3cccc(N4CCCC4=O)c3)n2)c1)c1c(F)cccc1F
D571,CNC(=O)C=Cc1cnc(N)c2c(-c3cc(F)c4[nH]c(C)cc4c3)csc12
D572,Cc1ccc(C(=O)Nc2c(C#N)sc3ccc(Cl)c(Cl)c23)cc1
D573,COc1cc(-c2ccc3[nH]nc(C(=O)Nc4ccccc4)c3c2)ccc1O
D574,CCN(CC)CC#Cc1ccc2c(c1)-c1[nH]nc(-c3ccc(C#N)nc3)c1C2
D575,Cc1[nH]c(C=C2C(=O)Nc3ccccc32)c(C)c1CCC(=O)O
D576,CCCOc1cccc(C(C)NC(=O)c2ccc(-c3ccncc3)cc2)c1
D577,Nc1nc(Cl)cc(-c2c[nH]c3ncccc23)n1
D578,O=c1nc2sc3c(c2c2nc(-c4ccccc4)[nH]n12)CCCC3
D579,Cn1nc(C(F)(F)F)c2c(=O)c3cc(Cl)ccc3n(O)c21
D580,O=C(Nc1nc2ccccc2n1CCCO)c1cccc([N+](=O)[O-])c1
D581,Cc1cccc(NC(=O)Nc2ccc(-c3noc4ncnc(N)c34)cc2)c1
D582,c1cnc2[nH]cc(-c3ccnc(NCC4CCCCC4)n3)c2c1
D583,Nc1ncnc2onc(-c3ccc(NC(=O)Nc4cccc(C(F)(F)F)c4)cc3)c12
D584,CNC(=O)c1nc(-c2ccc(Cl)c(S(=O)(=O)Nc3cccc(F)c3F)c2)cnc1N
D585,CNC(=O)c1nc(-c2ccc(Cl)c(S(=O)(=O)Nc3cccc(F)c3C)c2)cnc1N
D586,Cc1cccc(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1
D587,CCn1c(-c2nonc2N)nc2cnc(Oc3cccc(NC(=O)c4ccc(OCCN5CCOCC5)cc4)c3)cc21
D588,O=C1NCCc2[nH]c(-c3ccncc3)cc21
D589,O=C1NCCc2[nH]c(-c3ccnc(-c4cnc5ccccc5c4)c3)cc21
D590,O=C1NCCc2[nH]c(-c3ccnc(-c4ccccc4F)c3)cc21
D591,Nc1nccc2scc(-c3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12
D592,CC1CCN(C(=O)CC#N)CC1N(C)c1ncnc2[nH]ccc12
D593,NCC1CCC(CNc2nc(NCc3ccccc3Cl)ncc2[N+](=O)[O-])CC1
D594,N#Cc1ccc(-c2n[nH]c3c2Cc2ccc(OCCN4CCOCC4)cc2-3)cn1
D595,NC(=O)c1c(OCc2c(F)cc(Br)cc2F)nsc1NC(=O)NCCCCN1CCCC1
D596,COc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCC(O)CC2)n1
D597,Cc1ccc(C(=O)Nc2ccon2)cc1Nc1ncnc2c1cnn2-c1ccccc1
D598,Nc1[nH]nc2nnc(-c3ccccc3)c(-c3ccccc3)c12
D599,Cc1ccc(F)c(NC(=O)Nc2ccc(-c3nsc4ncnc(N)c34)cc2)c1
D600,COc1ccc(-c2ccc(NC(=O)Nc3cccc(Br)c3)cc2)c2c(N)noc12
D601,COc1ccc(NC(=O)Nc2ccc(-c3cccc4onc(N)c34)cc2)cc1Cl
D602,Nc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCNCC2)n1
D603,O=C1Cc2c([nH]c3ccc(Br)cc23)-c2ccccc2N1
D604,Cc1ccc(-c2nn(C(C)(C)C)c3ncnc(N)c23)cc1
D605,Fc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1
D606,NC(=O)c1cn(-c2ccc(O)cc2Cl)c2cc(-c3ccncc3)ccc2c1=O
D607,Cc1cc(O)ccc1-n1cc(C(N)=O)c(=O)c2ccc(-c3ccncc3)cc21
D608,CCc1nc(-c2cccc(C)c2)c(-c2ccnc(NC(=O)c3ccccc3)c2)s1
D609,Cc1cc(C)cc(NC(=O)Nc2ccc(-c3c(C)sc4ncnc(N)c34)cc2)c1
D610,CCOc1nc(C(=O)NCc2ccccc2S(N)(=O)=O)cc(N)c1C#N
D611,c1cnc2[nH]cc(-c3ccnc(NC4CCCCC4)n3)c2c1
D612,COCCOCC#Cc1cc(-c2n[nH]c3c2C(=O)c2cc(CN4CCN(C)CC4)ccc2-3)cs1
D613,CSc1ccccc1CNc1ncc([N+](=O)[O-])c(NCC2CCC(CN)CC2)n1
D614,Cc1cccc(NC(=O)Nc2ccc(-c3csc4ccnc(N)c34)cc2)c1
D615,Nc1nccc2scc(-c3ccc(NC(=O)Nc4cccc(Cl)c4)cc3)c12
D616,N#Cc1ccc(-c2n[nH]c3c2Cc2ccc(OCCCCN4CCOCC4)cc2-3)cn1
D617,Cc1ccc(F)c(NC(=O)Nc2ccc(-c3cncc4c3c(N)nn4C)cc2)c1
D618,Cc1cccc(NC(=O)Nc2ccc(-c3cncc4c3c(N)nn4C)cc2)c1
D619,Nc1ncnc2c1N=C(c1ccc(NC(=O)Nc3cc(C(F)(F)F)ccc3F)cc1)CCN2
D620,Cc1cnc(-c2cnc(NCCNc3ccc(C#N)cn3)nc2-c2ccc(Cl)cc2Cl)[nH]1
D621,CN(C)CCCC(=O)Nc1n[nH]c2nnc(-c3cccc(F)c3F)cc12
D622,CN1CCC(c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)C(O)C1
D623,CCOc1nc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cc(N)c1C#N
D624,CNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2OC)ncc1Cl
D625,COc1cc2c(cc1Nc1nc(Nc3cccc(F)c3C(N)=O)c3cc[nH]c3n1)N(C(=O)CN(C)C)CC2
D626,CCn1c2cc(Cl)c(F)cc2c(=O)c2c(=O)o[nH]c21
D627,COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(C(=O)O)s3)c2cc1OC
D628,NC(=O)c1sc(-n2cnc3ccccc32)cc1OCc1ccccc1C(F)(F)F
D629,O=C(Nc1cccc(Cl)c1)Nc1ncc(CCNc2ncnc3ccsc23)s1
D630,Cc1nc(N)sc1-c1ccnc(Nc2ccc(N3CCOCC3)cc2)n1
D631,COc1cc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2OC)=NC3)ccc1C(=O)O
D632,CCCCn1c(NC(=O)c2ccc(C#N)cc2)nc2cc(N(C)C(=O)C3CCCCC3)ccc21
D633,Fc1cnc(Nc2ccccc2)nc1Nc1ccccc1
D634,O=c1nc(-c2cc3c(Oc4ccc(I)cc4)cncc3s2)[nH]o1
D635,Cc1cc(C)c2c(n1)sc1c(N)ncnc12
D636,Cc1cccc(NC(=O)Nc2ccc(-c3cnc4c(-c5cnn(C)c5)cnn4c3N)cc2)c1
D637,O=C1Cc2c([nH]c3ccc([N+](=O)[O-])cc23)-c2ccccc2N1
D638,COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(C(N)=O)s3)c2cc1OC
D639,CN(C(=O)C1CCCCC1)c1ccc2c(c1)nc(NC(=O)c1ccc(C#N)cc1)n2C
D640,Nc1nccc(-c2cc3c([nH]2)C(CCF)CNC3=O)n1
D641,O=c1nc(-c2ccc3[nH]ncc3c2)cc(-c2ccccc2)[nH]1
D642,O=C1CCCN1Cc1ccc2c(c1)[nH]c(=O)c1cccn12
D643,N#Cc1cnc(NC(=O)Nc2ccc3cc(C(=O)O)ccc3c2)cn1
D644,CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc1-2
D645,CN1CCN(c2nc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc3n2)CC1
D646,O=c1nc[nH]c2c1sc1c(Cl)ccc(Cl)c12
D647,NCCCn1cc(-c2cc(-c3cc4ccccc4s3)c3[nH]ncc3c2)c2nc(N)ncc21
D648,CC(C)(C)C(=O)N1Cc2c(NC(=O)c3cc(F)cc(F)c3)n[nH]c2C1(C)C
D649,O=C1c2ccccc2-c2n[nH]c3cccc1c23
D650,COc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCNCC2)n1
D651,Nc1ncnc2c1c(-c1cnc3[nH]ccc3c1)nn2C1CCCC1
D652,CC(C)n1nc(-c2cccc(O)c2)c2c(N)ncnc21
D653,COc1ccc(-c2nn(C3CCC3)c3ncnc(N)c23)cc1OC
D654,CC(C)n1nc(-c2ccc3ncccc3c2)c2c(N)ncnc21
D655,Cn1nc(-c2ccc3ccccc3c2)c2c(N)ncnc21
D656,CC(CN)n1nc(-c2ccc(Cl)c(O)c2)c2c(N)ncnc21
D657,CC(C)n1nc(-c2ccc(CC#N)cc2)c2c(N)ncnc21
D658,COc1ccc(-c2nn(C3CCCC3)c3ncnc(N)c23)cc1OC
D659,CCOc1ccc(-c2nn(C3CCCC3)c3ncnc(N)c23)cc1OC
D660,Cn1nc(-c2cnc3[nH]ccc3c2)c2c(N)ncnc21
D661,Cn1nc(-c2ccc3cc[nH]c3c2)c2c(N)ncnc21
D662,CC(C)N1NC(=C2C=CC(=O)C=C2)c2c(N)ncnc21
D663,Cc1ccc(-c2[nH]nc3ncnc(N)c23)cc1O
D664,Cc1ccc(-c2nn(C)c3ncnc(N)c23)cc1O
D665,Cn1nc(-c2ccc(Br)c(O)c2)c2c(N)ncnc21
D666,COc1ccc(-c2[nH]nc3ncnc(N)c23)cc1O
D667,COc1ccc(-c2nn(C)c3ncnc(N)c23)cc1O
D668,CC(C)n1nc(-c2cccnc2)c2c(N)ncnc21
D669,CC(C)n1nc(-c2cncnc2)c2c(N)ncnc21
D670,CC(C)n1nc(-c2cc(C=O)co2)c2c(N)ncnc21
D671,COc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1NC(=O)OC(C)(C)C
D672,Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2Cc1ocnc1-c1ccccc1
D673,COc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1F
D674,CC(C)n1nc(-c2ccc(Cl)c(O)c2)c2c(N)ncnc21
D675,COc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1N
D676,COc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1NC(C)CO
D677,Nc1ccc(-c2nn(C3CCCC3)c3ncnc(N)c23)cc1O
D678,CC(C)n1nc(-c2ccc3occc3c2)c2c(N)ncnc21
D679,Nc1ncnc2c1c(-c1ccc3occc3c1)nn2C1CCCC1
D680,CC(C)n1nc(-c2ccc3nonc3c2)c2c(N)ncnc21
D681,CC(C)n1nc(-c2ccc(Br)c(O)c2)c2c(N)ncnc21
D682,Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2C1CCC1
D683,COc1cc(-c2nn(C3CCCC3)c3ncnc(N)c23)ccc1N
D684,CC(C)n1nc(-c2cccc(CO)c2)c2c(N)ncnc21
D685,CC(C)n1nc(-c2cccc(CC#N)c2)c2c(N)ncnc21
D686,CC(C)n1nc(-c2ccc3[nH]c(=O)[nH]c3c2)c2c(N)ncnc21
D687,CC(C)n1nc(-c2ccc3c(c2)CCO3)c2c(N)ncnc21
D688,CC(C)n1nc(-c2ccc3c(c2)OCCO3)c2c(N)ncnc21
D689,Nc1ncnc2c1c(-c1ccn3ccnc3c1)nn2C1CCCC1
D690,Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2C1CCCC1
D691,Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2C1CCNC1
D692,Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2C1CCOC1
D693,CC(C)n1nc(-c2cccc(C#N)c2)c2c(N)ncnc21
D694,CC(C)n1nc(-c2ccc(F)c(C#N)c2)c2c(N)ncnc21
D695,Nc1ncnc2c1c(-c1ccc3ncccc3c1)nn2C1CCCC1
D696,Cc1ccc2cc(-c3nn(C(C)C)c4ncnc(N)c34)ccc2n1
D697,CC(C)n1nc(-c2ccc3nc(Cl)ccc3c2)c2c(N)ncnc21
D698,CC(C)n1nc(-c2cc3cc(C=O)ccc3s2)c2c(N)ncnc21
D699,Cc1ccccc1-n1c(Cn2nc(-c3cccc(O)c3)c3c(N)ncnc32)nc2cccc(C)c2c1=O
D700,Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2CC1CCCN1
D701,Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2CC1CCNC1
D702,CC(C)n1nc(-c2ccc(C#N)c(F)c2)c2c(N)ncnc21
D703,CC(C)n1nc(-c2ccc(C#N)nc2)c2c(N)ncnc21
D704,CC(=O)c1ccc(-c2nn(C(C)C)c3ncnc(N)c23)cc1
D705,CC(C)n1nc(-c2ccc3nccnc3c2)c2c(N)ncnc21
D706,CC(C)n1nc(-c2cnc3nccnc3c2)c2c(N)ncnc21
D707,CC(C)n1nc(-c2ccc3[nH]cnc(=O)c3c2)c2c(N)ncnc21
D708,Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2CC1CCCNC1
D709,Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2CC1CCNCC1
D710,CC(C)n1nc(-c2ccc(C=O)c(F)c2)c2c(N)ncnc21
D711,CC(C)n1nc(-c2cc(F)c(C=O)c(F)c2)c2c(N)ncnc21
D712,CC(C)n1nc(-c2ccc(C(N)=O)c(Cl)c2)c2c(N)ncnc21
D713,CC(C)n1nc(-c2ccc3[nH]c(=O)ccc3c2)c2c(N)ncnc21
D714,Nc1ncnc2c1c(-c1ccc3[nH]c(=O)ccc3c1)nn2C1CCCC1
D715,Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2CCC1CCCNC1
D716,CC(C)n1nc(-c2ccc(C#N)c(O)c2)c2c(N)ncnc21
D717,CC(C)N1NC(=C2C=CC(=O)C(F)=C2)c2c(N)ncnc21
D718,CC(=O)c1cccc(-c2nn(C(C)C)c3ncnc(N)c23)c1
D719,Cc1cc(-c2nn(C(C)C)c3ncnc(N)c23)sc1C=O
D720,CC(C)n1nc(-c2cccc(NS(C)(=O)=O)c2)c2c(N)ncnc21
D721,CC(C)n1nc(-c2ccc3nc(N)ccc3c2)c2c(N)ncnc21
D722,CC(C)n1nc(-c2ccc3nc(NN)ccc3c2)c2c(N)ncnc21
D723,CC1=CC(=O)C=CC1=C1NN(C(C)C)c2ncnc(N)c21
D724,Cc1ccc(-c2[nH]nc3ncnc(N)c23)cc1OCc1ccccc1
D725,Cc1ccc(-c2nn(C(C)C)c3ncnc(N)c23)cc1O
D726,CC(C)N1NC(=C2C=C(F)C(=O)C=C2F)c2c(N)ncnc21
D727,COc1cccc(-c2nn(C(C)C)c3ncnc(N)c23)c1
D728,CC(C)n1nc(-c2ccc(NS(C)(=O)=O)cc2)c2c(N)ncnc21
D729,CC(C)n1nc(-c2cccc(S(N)(=O)=O)c2)c2c(N)ncnc21
D730,CC(C)n1nc(-c2ccc(S(N)(=O)=O)cc2)c2c(N)ncnc21
D731,CC(C)n1nc(-c2ccc3nccc(NC(=O)OC(C)(C)C)c3c2)c2c(N)ncnc21
D732,CC(C)n1nc(-c2ccc3nccc(N)c3c2)c2c(N)ncnc21
D733,CCC(C)n1nc(-c2ccc(C)c(O)c2)c2c(N)ncnc21
D734,CC(C)n1nc(-c2cccc(O)c2F)c2c(N)ncnc21
D735,Nc1ncnc2c1c(-c1cccc(O)c1F)nn2C1CCCC1
D736,COC1=CC(=C2NN(C(C)C)c3ncnc(N)c32)C=CC1=O
D737,CCn1nc(-c2ccc(OC)c(O)c2)c2c(N)ncnc21
D738,COc1ccc(-c2nn(C(C)C)c3ncnc(N)c23)cc1O
D739,CC(C)n1nc(-c2cccc(C(=O)NC3=NCCS3)c2)c2c(N)ncnc21
D740,Cn1nc(-c2ccc3occc(=O)c3c2)c2c(N)ncnc21
D741,CC(C)n1nc(-c2ccc3occc(=O)c3c2)c2c(N)ncnc21
D742,Nc1ncnc2c1c(-c1ccc3occc(=O)c3c1)nn2C1CCCC1
D743,CC(C)n1nc(-c2cc(O)cc(F)c2)c2c(N)ncnc21
D744,Nc1ncnc2c1c(-c1cc(O)cc(F)c1)nn2C1CCCC1
D745,COc1cc(Br)cc(-c2nn(C(C)C)c3ncnc(N)c23)c1
D746,COc1ccc(-c2nn(C3CCCC3)c3ncnc(N)c23)cc1O
D747,COc1ccc(-c2nn(C3CCC(C)C3)c3ncnc(N)c23)cc1O
D748,COc1ccc(-c2nn(C3CNC3)c3ncnc(N)c23)cc1O
D749,CC(C)n1nc(-c2ccc3cnccc3c2)c2c(N)ncnc21
D750,CC(C)n1nc(-c2ccc3ccncc3c2)c2c(N)ncnc21
D751,Cc1ccc2ccc(-c3nn(C(C)C)c4ncnc(N)c34)cc2n1
D752,CC(C)n1nc(-c2cc(O)cc(Br)c2)c2c(N)ncnc21
D753,COCOc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1Br
D754,Nc1ncnc2c1c(-c1ccc(Br)c(O)c1)nn2C1CCC1
D755,COc1ccc(-c2nn(C3CCNC3)c3ncnc(N)c23)cc1O
D756,CCOc1ccc(-c2nn(C3CCCC3)c3ncnc(N)c23)cc1O
D757,COc1ccc(-c2nn(C(C)C)c3ncnc(N)c23)cc1OC
D758,CC(C)n1nc(-c2cnc3[nH]ccc3c2)c2c(N)ncnc21
D759,CC(C)n1nc(-c2ccc3[nH]ccc3c2)c2c(N)ncnc21
D760,Nc1ncnc2c1c(-c1ccc3[nH]ccc3c1)nn2C1CCCC1
D761,Nc1ncnc2c1c(-c1ccc(Br)c(O)c1)nn2C1CCCC1
D762,CC(C)n1nc(-c2ccc(F)c(O)c2)c2c(N)ncnc21
D763,CC(CN)n1nc(-c2ccc(F)c(O)c2)c2c(N)ncnc21
D764,COc1ccc(-c2nn(C(C)(C)C)c3ncnc(N)c23)cc1OC
D765,COc1ccc(-c2nn(CC(C)CO)c3ncnc(N)c23)cc1OC
D766,CC(C)n1nc(-c2ccc3c(ccn3C)c2)c2c(N)ncnc21
D767,Cn1ccc2cc(-c3nn(C4CCCC4)c4ncnc(N)c34)ccc21
D768,CC(C)n1nc(-c2ccc3[nH]ncc3c2)c2c(N)ncnc21
D769,N#CCCCn1nc(-c2ccc(F)c(O)c2)c2c(N)ncnc21
D770,N#CCCCCn1nc(-c2ccc(F)c(O)c2)c2c(N)ncnc21
D771,CCOc1ccc(-c2[nH]nc3ncnc(N)c23)cc1OC
D772,CCOc1ccc(-c2nn(C(C)C)c3ncnc(N)c23)cc1OC
D773,Nc1ncnc2c1c(-c1ccc3[nH]ncc3c1)nn2C1CCCC1
D774,CC(C)n1nc(-c2ccc3c(N)n[nH]c3c2)c2c(N)ncnc21
D775,CC(C)n1nc(-c2ccc3cn[nH]c3c2)c2c(N)ncnc21
D776,Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2C1CCC1
D777,Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2C1CNC1
D778,Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2C1CCCC1
D779,C=CCn1nc(-c2ccc(OCC)c(OC)c2)c2c(N)ncnc21
D780,Nc1ncnc2c1c(-c1ccc3cn[nH]c3c1)nn2C1CCCC1
D781,CC(C)n1nc(-c2cc(F)c3cn[nH]c3c2)c2c(N)ncnc21
D782,CC(C)n1nc(-c2ccc3cc[nH]c3c2)c2c(N)ncnc21
D783,CC1CCC(n2nc(-c3ccc(F)c(O)c3)c3c(N)ncnc32)C1
D784,Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2C1CCNC1
D785,CCOc1ccc(-c2nn(C3CCCCC3)c3ncnc(N)c23)cc1OC
D786,COc1cc(-c2nn(C(C)C)c3ncnc(N)c23)cc(OC)c1OC
D787,CCOc1ccc2cc(-c3nn(C)c4ncnc(N)c34)ccc2c1
D788,CC(C)N1NC(=c2ccc3c(c2)C=CC(=O)C=3)c2c(N)ncnc21
D789,CC(C)n1nc(-c2cc3ccccc3nc2Cl)c2c(N)ncnc21
D790,Nc1ncnc2c1c(-c1ccc3cc[nH]c3c1)nn2C1CCCC1
D791,CC(C)n1nc(-c2ccn3ccnc3c2)c2c(N)ncnc21
D792,CC(C)n1nc(-c2ccc3c(C=O)c[nH]c3c2)c2c(N)ncnc21
D793,Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2C1CCOC1
D794,Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2C1CCCCCC1
D795,COc1cccc(-c2nn(C(C)C)c3ncnc(N)c23)c1OC
D796,CCOc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1OC
D797,CCOc1cc(-c2nn(CCO)c3ncnc(N)c23)ccc1OC
D798,CC(C)n1nc(-c2cnc3ccccc3c2)c2c(N)ncnc21
D799,Nc1ncnc2c1c(-c1cnc3ccccc3c1)nn2C1CCCC1
D800,Cn1nc(-c2ccc3ncccc3c2)c2c(N)ncnc21
D801,CC(C)n1nc(-c2cccc3[nH]ccc23)c2c(N)ncnc21
D802,Nc1ncnc2c1c(-c1cccc3[nH]ccc13)nn2C1CCCC1
D803,Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2CC1CCNCC1
D804,Cc1nn(-c2ccccc2)nc1Cn1nc(-c2ccc(F)c(O)c2)c2c(N)ncnc21
D805,COc1ncc(-c2nn(C(C)C)c3ncnc(N)c23)c(OC)n1
D806,COc1ccc(-c2nn(C(C)C)c3ncnc(N)c23)cc1
D807,CC(C)n1nc(-c2ccc(N)c(O)c2)c2c(N)ncnc21
D808,CC(C)n1nc(-c2ccc3c(ccn3C(=O)OC(C)(C)C)c2)c2c(N)ncnc21
D809,CC(C)(C)OC(=O)n1ccc2cc(-c3nn(C4CCCC4)c4ncnc(N)c34)ccc21
D810,CCN1CCN(c2ccc(Nc3cc(N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)ncn3)cc2)CC1
D811,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21
D812,Cn1c2c(c3ccc(Cl)c(Cl)c31)C(C#N)C1(CCNCC1)NC2=O
D813,Cc1cc(NC(=O)CCNC(=O)Nc2nc(C)c(-c3ccc(-n4cccn4)cc3)s2)no1
D814,CC(C)(C)NS(=O)(=O)c1cncc(-c2ccn3nc(N)nc3c2)c1
D815,COCC1OC(=O)C(=CN(C)CCCN(C)C)C2=C(O)C(=O)C3=C(C(OC(C)=O)CC4(C)C(O)CCC34)C21C
D816,O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12
D817,O=C(Nc1ccc2[nH]ncc2c1)c1cccc(F)c1
D818,O=C1Nc2ccccc2Nc2ccccc21
D819,CC(Nc1c(Nc2ccncc2)c(=O)c1=O)c1ccccc1
D820,C(=Cc1cncc(OC2CCNC2)c1)c1ccncc1
D821,c1ccc(CSc2n[nH]c(-c3ccncc3)n2)cc1
D822,O=C(NC(CO)Cc1ccccc1)c1ccc(-c2ccncc2)cc1F
D823,CCCOc1nc(NC(C)=O)cc(N)c1C#N
D824,O=c1nc2sc3c(c2c2nc(-c4cccnc4)[nH]n12)CCCC3
D825,Cc1cccc(-c2c(-c3ccncc3)nc(NCC(N)Cc3ccccc3)n(C)c2=O)c1
D826,CCCCNC1=NS(=O)N=C1Nc1ccc(F)cc1
D827,NCCCOc1cncc(C=Cc2ccncc2)c1
D828,CCN(CC)CCCNc1cccc(-c2nc3c(C(N)=O)cccc3[nH]2)n1
D829,O=C(Nc1ccc2cn[nH]c2c1)c1ccc(Cl)cc1
D830,N#CC(=Cc1ccc(O)c(O)c1)C(=O)NCc1ccccc1
D831,O=c1[nH]c2cc(Cl)cc(Cl)c2c(-c2cc(Cl)ccc2O)c1O
D832,CC(C)c1nnc2ccc(-c3c(-c4ccc(F)cc4F)nc4n3CCC4)nn12
D833,Cc1[nH]nc2c1C(c1ccccc1I)C(C#N)=C(N)O2
D834,CNC1CC2OC(C)(C1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4
D835,Oc1cccc(Nc2ncnc3scc(Cl)c23)c1
D836,Cc1ccc(CNc2c(Nc3ccncc3)c(=O)c2=O)cc1C
D837,Cc1nn(C)c(C)c1-c1cccc2c(CCCOc3cccc4ccccc34)c(C(=O)O)[nH]c12
D838,O=C(Cc1ccccc1Cl)Nc1ccc2cn[nH]c2c1
D839,CC(C)c1nnc2ccc(-c3c(-c4ccc(F)cc4F)nc4occn34)nn12
D840,CC1CSc2c(C(=O)O)c(=O)c3cc(F)c(N4CCC(N)C4)cc3n21
D841,Cn1cc(-c2ccncn2)c(-c2ccc(F)cc2)n1
D842,NCCOc1cncc(C=Cc2ccncc2)c1
D843,O=C(Nc1n[nH]c2nc3ccccc3cc12)c1ccncc1
D844,COc1cccc(-c2cc3c(=O)[nH]c4ccccc4n3c2)c1
D845,COc1ccc(C=C2C(=O)ON=C2c2ccc(Br)cc2)cc1OC
D846,O=C(NN=Cc1ccc(Sc2nc3ccccc3[nH]2)o1)c1cccc([N+](=O)[O-])c1
D847,Cc1ccc(CNc2c(Nc3ccncc3)c(=O)c2=O)cc1
D848,Brc1ccc2c(c1)-c1[nH]ncc1C2
D849,CCOC(=O)c1cccc2[nH]c(-c3ccc(N4CCC(N)C4)cc3)nc12
D850,Clc1cc2n[nH]nc2cc1Cl
D851,NC(=O)c1cccc2[nH]c(-c3ccc(C4CCCNC4)cc3F)nc12
D852,Cc1[nH]n(-c2ccc(Cl)c(Cl)c2)c(=O)c1C=c1c(C)c(C#N)c2nc3ccccc3n2c1=O
D853,O=C(c1cccc(-c2cnc3[nH]ccc3c2)c1)N1CCOCC1
D854,Cc1[nH]nc2sc(C(=O)NCCc3ccc(Cl)cc3)cc12
D855,O=C(Nc1cnc2[nH]cc(-c3ccccc3)c2c1)c1ccc(Cl)cc1
D856,Cc1cccc(C2(c3cccc(C)c3)CC2C(=O)Nc2ccncc2)c1
D857,OCCCn1cnc(-c2ccccc2)c1-c1ccncc1
D858,CSc1nn(-c2ccccn2)c(N)c1C(N)=O
D859,Nc1nonc1-n1nnc(C(=O)NN=Cc2cccs2)c1-c1ccccc1
